时间,月份,标题,内容,作者,命中关键词,点赞,评论,阅读,原文链接
2026-08-26T08:54:11.226+0800,8月,海底捞（6862.HK）26H1业绩一览：归母利润表现受关店…,"海底捞（6862.HK）26H1业绩一览：归母利润表现受关店资产减值&处置净亏损及加盟转让费减少影响而略低于预期，分红率99%

🔺收入及利润：26H1公司收入223.4亿元，同比+7.9%（低于BBG预期1.1%）；归母净利润17.7亿元，同比+0.5%（低于彭博预期1.5%）

🔺门店与经营指标：截至26H1末自营海底捞餐厅1,290家，同比-2.4%，上半年新开24家，关闭32家，自营转加盟6家，净减少14家，仍延续调整；加盟餐厅99家，期内净增20家，较25H1的净增28家同比有所放缓。期末海底捞品牌门店合计1,389家，期内净增加6家。整体翻台率3.9次/天，同比+0.1次/天；顾客人均消费97.0元，同比-0.9%；海底捞餐厅系统销售额同比+0.8%。

🔺分部看：1）海底捞餐厅经营178.4亿元，同比-4.0%，略低于预期；2）其他餐厅经营12.7亿元，同比+113.1%，高于预期；3）外卖业务20.5亿元，同比+121.2%，略高于预期；4）调味品及食材9.0亿元，同比+94.6%，略高于预期；5）加盟业务2.5亿元，同比+179.9%，略高于预期

🔺费用端：1）原材料及易耗品成本92.9亿元，毛利率58.4%，同比-1.8pcts，主要由于收入结构变化及让利消费者措施；2）人工成本70.9亿元，占收入31.8%，同比-2.0pcts；3）折旧及摊销9.1亿元，占收入4.1%，同比-1.5pcts，随门店持续推出折摊周期而优化；4）其他开支15.1亿元，同比+38.9%，占收入6.8%，同比+1.5pcts，主要为外卖及平台开支增加；5）其他收益及亏损-1.0亿元（去年同期+2.3亿元），变动略超预期，主要由于出售资产及关店相关资产减值亏损明显增加及加盟门店转让费减少。

🔺利润端：1）核心经营利润（非IFRS）25.1亿元，同比+4.4%，核心经营利润率11.3%，同比-0.4pcts；2）归母净利润17.7亿元，同比+0.5%，归母净利率7.9%，同比-0.6pcts。

🔺分红：董事会拟派发2026年中期股息每股0.377港元。按1港元=0.857元人民币测算，每股股息约合人民币0.323元，预计分红总额约17.5亿元，对应上半年归母净利润17.7亿元，分红率约99%。

点评：公司26H1收入表现符合预期，主品牌收入下降主要受门店数量同比减少影响，红石榴品牌和外卖收入增长构成结构性亮点；毛利率仍受收入结构变化和顾客投入影响同比有所下行，但基本符合预期；利润率方面，人工及折旧摊销优化成一定支撑，但关店资产减值&处置净亏损及加盟转让费减少对归母利润口径造成拖累，核心经营利润同比+4.4%。上半年分红率约99%，较2025年全年的87%有较明显提升。

展望后续，7月海底捞整体门店翻台率环比6月上升，同比上年同期持平。海底捞直营店新开4家，关闭6家；另外新开4家加盟门店，表现相对平稳。随着天气不利因素解除、暑期旺季需求释放及公司在品牌联名营销端的持续动作，有望对翻台率形成一定支撑，但考虑到25H2基数环比抬升，及收入结构变化及费用端开支等因素持续影响，我们中性假设全年利润增速约中个位数，99%分红率假设下对应股息率约中高个位数，对应当前PE约13x，对标公司历史估值水平及行业情况，处于合理偏低水位，但仍有待边际催化形成向上动力。",水木调研纪要,海底捞|外卖,2,0,253,https://wx.zsxq.com/group/88888142214212/topic/22258825484824111
2026-08-26T08:53:48.994+0800,8月,老铺黄金：金价企稳回升，看好H2修复弹性,"老铺黄金：金价企稳回升，看好H2修复弹性

# 1）26H1： 收入198.08亿元，同比+60.3%；归母净利润42.67亿元，同比+88.2%；经调净利润43.17亿元，同比+83.6%。毛利率41.3%（同比+3.2pct），净利率21.5%（同比+3.1pct），经调净利率21.8%。
# 2）26Q2（推算）： 收入33.08亿元，同比-14.1%；归母净利润6.61亿元，同比-20.7%；经调净利润7.10亿元，同比-16.0%。# Q2业绩阶段性承压主要系2月提价前置抢购透支需求、Q2金价回调、传统淡季多重因素影响导致。

🪎# 产品端：IP迭代升级、金器强劲高增。26H1延续高频推新，十字架3号吊坠、金胎金器市场反响优异；金器实现三位数增长，高净值客群认可度提升。依托玫瑰花窗、金刚杵等经典符号迭代焕新，叠加会员体系持续优化，核心客群复购意愿提升；品牌与国际奢侈品牌客群重合率进一步抬升，高端文化奢侈品定位持续验证。

💎# 渠道端：国内门店优化扩容、境外与线上高增。26H1线下收入154.09亿元，占比78%，同比+43.5%；线上收入44.00亿元，同比+171.9%。分区域看，内地164.91亿元，同比+53.3%；境外33.17亿元，同比+107.8%，港澳、新加坡等海外市场拓展成效显著。
🌟26H1新入驻6家商业中心，优化扩容9家门店，截至26H1末共45家门店。公司26年计划国内优化升级10-12家门店，港澳及海外持续扩张。

🔺7-8月终端反馈相对积极，SKP开展七夕活动。近期金价企稳回升下老铺修复弹性大；# 中长期看，公司稳步推进现有门店优化焕新+海外扩张贡献增长动能，渠道优势持续加强。叠加产品推新迭代、高客管理等稳步进行，成长空间仍值得期待。

风险提示：宏观消费疲软，金价大幅波动，高端消费需求不及预期，门店拓展进度不及预期，行业竞争加剧",水木调研纪要,老铺黄金,2,0,252,https://wx.zsxq.com/group/88888142214212/topic/45548854282855458
2026-08-26T08:48:16.128+0800,8月,🧧【中信传媒】儒意电影26H1业绩点评：国内业务阶段性承压，…,"🧧【中信传媒】儒意电影26H1业绩点评：国内业务阶段性承压，海外院线与“超级娱乐空间”持续拓展

#1H26收入同比下降，国内院线压力影响利润表现。公司1H26实现营业收入50.89亿元（YoY -23.9%），归母净利润/扣非归母净利润分别为-1.55/-2.85亿元。国内收入31.84亿元（YoY -37.6%），受电影大盘回落影响较大；境外收入19.06亿元（YoY +20.0%），占比提升至37.5%。综合毛利率同比下降7.7pcts至20.6%，其中国内业务毛利率下降16.1pcts至10.3%，境外业务毛利率提升3.3pcts至37.7%。公司2Q26实现收入20.91亿元（YoY +5.6%，QoQ -30.3%），归母净亏损2.42亿元，同比收窄17.8%。

#国内院线短期承压，经营创新与效率优化同步推进。公司上半年国内直营影院实现票房25.5亿元（含服务费，YoY -39.4%），观影人次下降32.8%至5,535.7万。大盘需求偏弱，但公司市场份额同比提升2.1pcts至14.7%，持续推进六星影城、会员运营及非票业务优化。公司还推出“拼好片”反向排片模式，努力丰富影院内容供给并提升场地利用率。

#澳洲院线增长较快，成为重要盈利支撑。上半年Hoyts实现票房收入1.87亿澳元（YoY +29.2%），观影人次989万（YoY +22.1%），二季度澳大利亚市场份额首次突破30%。公司同步将52TOYS、拍立方及自有餐饮品牌导入Hoyts体系，并发挥其国产影片澳洲发行窗口作用。

#影视内容储备持续丰富，制作发行体系不断完善。上半年公司参与投资、发行影片7部，合计票房突破80亿元，其中《飞驰人生3》取得44.2亿元票房，《八仙！》《欢迎来龙餐馆》等暑期影片已上映，市场反馈良好，《转念花开》《寒战1995》《流浪地球3》等项目有序推进。剧集方面，《黑夜告白》《耀眼》取得较好播出表现，多部储备项目持续推进制作及排播。公司同时与腾讯音乐围绕影视原声及宣发资源开展协同，延伸优质内容价值。

#“超级娱乐空间”加快落地，IP衍生业务拓展影院价值。公司推进六星影城、52TOYS潮玩、拍立方、时光卡藏及自研餐饮品牌协同布局，通过联名商品、主题快闪、潮玩零售和卡牌赛事，持续推动影院向观影、社交及IP消费综合空间升级。

#行业需求呈现回暖迹象，多元业务有望逐步改善经营结构。根据猫眼专业版和拓普专业版数据，截至8月24日，暑期档票房已突破116亿元，连续44天单日票房过亿元，为下半年院线经营改善提供一定支撑。展望未来，公司国内院线仍需关注影片供给及大盘恢复节奏，海外院线增长、内容储备释放以及潮玩、卡牌、餐饮等业务拓展，有望增强收入来源的多元性。随着“超级场景+超级IP”战略逐步落地，公司内容、渠道、会员与消费场景之间的协同空间有望进一步打开。

[玫瑰]详询：中信传媒 叶敏婷18710126889/林圳杭/卞榛",水木调研纪要,零售|潮玩|餐饮,2,0,251,https://wx.zsxq.com/group/88888142214212/topic/55521152414225854
2026-08-26T08:46:47.346+0800,8月,🧧【中信传媒】中南传媒26H1业绩点评：收入利润均有所承压，…,"🧧【中信传媒】中南传媒26H1业绩点评：收入利润均有所承压，数智教育持续推进

#1H26收入利润同比下降，成本优化部分缓解经营压力。公司实现营业收入58.43亿元（YoY -8.2%），主要受外部市场环境及学龄人口减少影响；归母净利润/扣非归母净利润分别为9.33/9.24亿元，同比分别-8.3%/-7.2%。营业成本同比下降12.2%，带动毛利率同比提升2.3pcts至47.8%，一定程度上缓冲收入下降对利润的影响。单季度来看，公司2Q26实现营业收入29.22亿元（YoY -16.0%，QoQ基本持平），扣非归母净利润5.50亿元（YoY -10.9%，QoQ +46.9%）。

#出版发行龙头地位稳固，精品内容竞争力持续增强。上半年公司全国图书综合零售市场实洋占有率为5.50%、排名第二，新书零售市场占有率为8.20%、排名第一；《查找图书望山河》等6种图书入选2026年上半年“中国好书”。湖南省新华书店实现收入/净利润38.01/5.65亿元，内容与发行渠道优势保持稳固。

#教育服务持续提质扩容，数字教育用户基础进一步扩大。“四维阅读”升级至3.0版本，内容规模由80余本扩充至116本，公司同步拓展省外教辅及职业教育项目。旗下数字教育平台总用户达1,160万人，上半年新增90万人；“阅达教育”注册学生达787万人，“智趣新体育”覆盖2,006所学校。

#AI赋能出版全产业链，数智化应用加快落地。“湖湘文化大模型”入选省级数字新基建百大项目，公司上线中南数字生产系统，推进“一书一AI”、学科垂类模型及教育智能体建设，并拓展AI文旅等应用场景。马栏山数字产业园累计投入超18.57亿元，为数字内容生产与产业协同提供支撑。

#传统业务面临调整压力，数智化转型有望拓展增量空间。展望未来，生源变化及图书市场需求仍可能影响传统业务表现，公司有望依托出版发行份额、内容及渠道基础稳定经营基本盘，并通过成本优化缓解业绩压力。随着数字教育、垂类模型及AI应用逐步落地，服务边界与内容增值空间有望进一步拓展。

[玫瑰] 详询：中信传媒 叶敏婷18710126889/林圳杭/卞榛",水木调研纪要,零售|教育,2,0,248,https://wx.zsxq.com/group/88888142214212/topic/22258825482181441
2026-08-26T08:41:35.729+0800,8月,[红包]【中信互联网】汇量科技（1860.HK）2026Q2…,"[红包]【中信互联网】汇量科技（1860.HK）2026Q2业绩点评：经调整净利润超预期，新平台建设稳步推进

[咖啡]业绩概览：2026Q2公司实现收入5.74亿美元，YoY+15.2%、QoQ-1.2%；毛利率为21.9%，YoY+0.9pct、QoQ+1.0pct。经调整净利润0.28亿美元，YoY+80.3%、QoQ+15.2%，高于我们预期7.3%，经调整净利率亦优于预期。

[咖啡]核心业务：Q2 Mintegral实现收入5.55亿美元，YoY+16.6%、QoQ-0.8%。其中，游戏收入4.13亿美元，YoY+16.0%；非游戏收入1.43亿美元，YoY+18.5%、QoQ+10.2%，占Mintegral收入的比例由Q1的23.1%提升至25.7%，推动业务结构更加均衡。

[咖啡]后续展望：新一代AI Infra目前处于测试和稳定性验证阶段，后续将优先覆盖游戏IAA、IAP及混合变现场景，待基础模型和系统稳定后逐步拓展电商、互联网服务、短剧等非游戏品类。随着新平台逐步上线及算力效率改善，阶段性重复投入有望逐步减少。

[咖啡]历史复盘：历史上两次收入环比明显提速阶段，公司股价均表现较强。2024Q3/2025Q2公司收入环比分别增长23.6%/13.4%；以前次业绩发布后至当期业绩发布前计算，对应区间股价分别累计上涨约225%/128%。

[太阳]投资建议：我们预计2026Q4新平台上线后收入环比增速有望明显加快，建议Q4业绩前逢低布局。我们预测2026-2028年收入25.56/33.93/42.56亿美元，经调整净利润1.26/2.08/2.81亿美元。当前市值对应2027年Non-GAAP PE仅约11x，而我们预计未来三年经调整净利润CAGR约43.5%；给予2027年17x Non-GAAP PE，对应目标价16港元，维持“买入”评级。

[玫瑰]欢迎联系中信互联网团队",水木调研纪要,电商,2,0,247,https://wx.zsxq.com/group/88888142214212/topic/22258825482441221
2026-08-26T08:26:45.342+0800,8月,【菜百股份】中报速览：金价波动拖累表观利润，扣非净利润彰显经…,"【菜百股份】中报速览：金价波动拖累表观利润，扣非净利润彰显经营韧性

🔥26H1营收210.42亿元，同比+38%；归母净利4.37亿元，同比-4.78%；其中单Q2收入67.7亿元，同比-3.6%，归母0.4亿元，同比-72%。

Q2营收降速主要系金价大幅调整影响短期消费意愿。公司单Q2毛利率3.88%（一季度7.13%），净利率0.6%（一季度2.84%），盈利能力边际下滑主要系金价下滑过程中，终端价格调整快于存货成本所致。

🔥分业务拆解：
1）分产品来看，投资金需求活跃，黄金的避险投资属性在极端波动行情中持续获得认可，H1全国金条金币销售额同比增长28.4%；黄金饰品消费结构加速升级，客群决策更趋审慎，消费偏好加速向高工艺、个性化产品倾斜。
2）上半年公司电商业务收入40.3亿元，占比约19%，同期基本持平。
3）外埠市场扩张提速，苏州、武汉等区域表现突出。

公司经营现金流4.01亿元，同比-69.20%，主因黄金采购支增加；中报存货原材料账面4.5亿元，较年初增加2.9亿元；库存商品存货余额34.6亿元，较期初40亿元有所下降。

[玫瑰]我们认为，公司直营模式下，金价对业绩影响弹性较大，当前金价反弹趋势持续，H2有望显著受益，值得关注~

- - - - - - - - - -
[红包]中报后董秘一对一反路演可约，有需求请私信

☎️欢迎交流：
国金商社于健/谷亦清15821682853",水木调研纪要,商社|菜百股份|电商,2,0,242,https://wx.zsxq.com/group/88888142214212/topic/14425542154251812
2026-08-26T08:26:21.735+0800,8月,一、昨日热点,"一、昨日热点

股东变更：海鸥住工

并购：中南文化、建设机械

创新药：汉森制药

黄金：深中华A

消费：华天酒店

农业：登海种业

光通信：青山纸业

液冷：康盛股份、英维克

二、9家企业将协同攻关高温超导强场托卡马克磁体研制

2026核聚变能大会上获悉，由中国聚变能源有限公司牵头，联合上海超导、东部超导、上海交大、上海电气核电集团、超磁新能、能量奇点、杭氧集团、翌曦科技组建的长三角创新联合体将围绕中国环流四号聚变装置需求，形成高温超导强场托卡马克磁体研制能力与工程化技术体系，目标2028年前建成首条25T高温超导强场磁体研制和测试线，2030年前完成原型磁体研制。中国环流四号是全球首个高温超导强场稳态燃烧聚变实验平台。

相关上市公司：永鼎股份（东部超导）、精达股份（上海超导）、上海电气、杭氧股份（杭氧集团）

三、味之素ABF薄膜生产线满负荷运行 供应严重短缺

Meritz Securities指出，日本的味之素公司最近通知其客户，由于供应严重短缺，该公司将优先为人工智能和高性能应用提供原材料。截至2026年第二季度，味之素公司的ABF薄膜生产线已经满负荷运行，而新的生产能力需要一段时间才能发挥作用。因此，短期内供应方面的扩展空间有限。预计少量的ABF薄膜将主要分配给重要的AI客户和高性能产品，从而让那些在大规模生产方面有良好记录且能够稳定提供高质量ABF基材的领先供应商占据更大的优势。这可能会增强供应链中的强者们的议价能力，并进一步推动价格的上涨。

相关上市公司：华正新材、宏昌电子、莲花控股、兴森科技

四、集邦咨询：存储器合约价持续飙升 预估2027年占主要CSP资本支出比重将达68%

根据TrendForce集邦咨询最新存储器产业研究，全球主要云端服务供应商（CSP）为加速建设AI基础设施，资本支出预估于2026年将年增98%，2027年再成长50%，大幅成长的原因，部分可归因于存储器合约价剧增、采购需求的强劲成长。TrendForce集邦咨询预估，DRAM、NAND Flash合计在CSP资本支出的占比，将从2026年的47%，进一步扩张至2027年的68%。

存储芯片：兆易创新、德明利、普冉股份、长鑫科技

五、行业要闻

1、康希诺：与德普世生物达成mRNA治疗型肿瘤疫苗战略合作。

2、DeepSeek最快可能在今年提交申请，目标于2027年完成挂牌。（九安医疗、开润股份）

3、国家发改委召开六网协同协调推进工作会，研究六张网投融资机制和支持政策。（算力、电网）

4、英伟达宣布推出Jetson Orin Nano 2机器人计算机。

5、马云连日增持阿里港股，总额已超6亿港元。

6、伊朗与阿曼拟建立霍尔木兹海峡安全海上通道，油价下跌。

7、8月26日（星期三）上午10时举行新闻发布会，工信部介绍加快推进新型工业化有关情况。",水木调研纪要,酒店,1,0,264,https://wx.zsxq.com/group/88888142214212/topic/45548854285485828
2026-08-26T00:03:54.792+0800,8月,超图软件20260825德翔海运20260825敷尔佳202…,超图软件20260825德翔海运20260825敷尔佳20260825固德电材20260825九州通20260825科达制造20260825美迪西20260825三全食品20260825三峡旅游20260825#纪要&报告#,水木Alpha,旅游|敷尔佳,1,0,449,https://wx.zsxq.com/group/88888142214212/topic/14425542122144112
2026-08-25T22:17:20.477+0800,8月,【天风海外】Harvey （美国头部法律AI）架构更新：企业…,"【天风海外】Harvey （美国头部法律AI）架构更新：企业垂直领域里开源模型怎么实现领域知识与周级别持续学习？

事件：今日Harvey（美国头部法律 AI 公司，ARR 5亿美元）联合 Fireworks、Engram、Baseten、英伟达等发布 Tenet，专门为长时程法律任务训练的 AI agent 系统，用 150 张英伟达 B300 GPU 训练GSPO+rank-64 LoRA两个月。

我们认为：系统采用""两层模型架构""：
通用能力层：基于中国开源模型 Kimi K3 ，与Fireworks合作强化学习训练泛化法律推理能力，一次训练卖给所有客户。LAB Contracts：SOTA 第一，超过所有闭源。且成本低于原版K3，负责通用长时程 legal agent、任务编排、work product 起草。

M&A Diligence 子 agent：GLM 5.2，负责dataroom 递归检索。
Fire Knowledge子Agent：由 Engram 用小型稠密模型 Qwen3.8-27B 为每家律所独立训练""参数化长期记忆""，律所知识通过""预习学习""阶段直接写入模型权重。我们认为Qwen3.8-27B 是稠密小模型，per-firm study 训练或可以压到几张 GPU × 几天，Engram可weekly study update，单次查询成本 $0.13 vs $1.32（便宜 10 倍），intelligence-per-token 3×。100M tokens 律所知识 → 1M tokens 结构化笔记

谁受益谁受损？1、大参数量模型仍是任务规划必须，大小模型分层架构（我们认为后续SSI或采用onpolicydistillation也是小在线学习模型与大教师模型）下不同架构算力卡均充分利用2、开源模型与强化微调生态受益 3、Engram实现Context大幅压缩，我们认为KvCache相关需求明显受此路线压制。

刘欣/李泽宇",水木调研纪要,OTA,2,0,405,https://wx.zsxq.com/group/88888142214212/topic/14425542485458522
2026-08-25T21:50:26.630+0800,8月,老铺黄金：Q2流水承压但盈利稳健，H2金价企稳回升下关注反弹…,"老铺黄金：Q2流水承压但盈利稳健，H2金价企稳回升下关注反弹机会

⭐事件：公司披露26H1业绩，此前已发过预告。
✔26H1收入198.1亿元/+60.3%；归母净利润42.7亿/+88.2%；经调净利润43.2亿/+83.6%。派发中期股息18.02元/股，# 中期派息率维持75%。
✔26Q2收入28.1亿/预计下滑25-35%、净利润5.7亿/预计下滑20-30%（因缺少Q2具体基数，仅我们预估），下滑主因金价回落叠加高基数下动销承压，# 但净利率维持20%+水平。

🌸收入拆分看：
✔分渠道看，26H1线下收入154.1亿/+43.5%；线上收入44.0亿/+171.9%，线上保持更快增长占比提升8.9pct至22.2%。
✔分区域看，26H1内地收入107.6亿/+53.3%；境外收入33.2亿/+107.8%，境外受益于渠道扩展&内地增值税改影响增长更快，占比提升至16.7%。
✔单店看，# H1单店+23%至3.4亿，内地店效/坪效依然排名第一；H1末于35家头部商场共设45家门店，# 同比新入驻6家商场并优化扩容9家门店。
✔消费者看，H1末忠诚会员73万名，# 同比+25万/环比+12万，稳步扩大；和奢饰品消费者重合度进一步提升至84.6%。

🌸盈利拆分
✔H1毛利率41.3%/同比+3.2pct，主因①此前低成本存货储备贡献；②2月末调价，预计Q2毛利率表现优于Q1。
✔H1销售、管理、财务费用率11.1%、1.5%、0.5%，同比-0.8、-0.2、+0.2pct，得益于收入高增释放经营正杠杆。
✔H1末存货190.2亿/环比+19%，库存周转天数271天/较25年末提升55天，# 我们预计主因Q2动销走弱，叠加为Q3七夕旺季备货。H1经营现金流净流入20.1亿元，# 现金流表现较此前好转。
✔H1经调净利率21.8%/同比+2.8pct，盈利质量边际提升；# 预计Q2流水下滑下净利率依然保持20%+水平。

⭐为什么当前位置重点关注老铺？
✔首先从行业角度看，Q2金价阴跌，克重黄金改善、# 一口价黄金&金条走弱。友商如大福Q2克重/定价产品同比+21%/-6%、六福+34%/-15%。# 但7月以来金价企稳回暖逻辑反转、一口价/金条明显改善，老铺部分门店再现排队热潮、菜百金条业务边际改善。
✔展望H2，老铺7月以来借势金价上涨+七夕旺季大促，部分门店折扣加深下（# 黄牛处81折、折扣同环比均有加深）重回排队趋势，# 验证金价上行期热度不减，我们预计Q3流水增速较Q2将会明显好转。且期待下半年新品尤其是金器发布，同时内地门店调整及海外新开均贡献增量。
✔从安全边际维度看，Q2金价下行期利润6-7亿倒推最差时景 年化利润35亿左右，对应PE也仅16x。考虑到当下景气度上行，我们预计26年净利润67亿/+38%，对应PE约9x，# 金价上行期看好公司弹性。

————————
老铺黄金26H1业绩会
⭐时间：8月26日（周三）10:00-12:00
⭐线上电话拨入：4001510269（中国大陆）；51089680（香港）
⭐参会密码：212105
⭐线下参会：北京·东方君悦大酒店君悦宴会厅",水木调研纪要,酒店|老铺黄金,2,0,392,https://wx.zsxq.com/group/88888142214212/topic/14425542482414242
2026-08-25T21:50:02.567+0800,8月,老铺黄金发布26H1业绩公告，业绩符合预期【申万零售社服】,"老铺黄金发布26H1业绩公告，业绩符合预期【申万零售社服】

⭐26H1公司实现营收198.1亿元、同比+60.3%；销售业绩（含税收入）227.8亿元、同比+60.6%；经调净利43.2亿元、同比+83.6%，均在业绩预告中值附近。按26Q1业绩中值估算，26Q2实现营收28.1亿元，销售业绩（含税收入）32.8亿元，经调净利6.2亿元，受Q1需求前置和金价下跌预期影响Q2业绩短期承压。
⭐分业务拆分：
①渠道：门店154.1亿元，占比77.8%，同比+43.5%；线上44.0亿元，占比22.2%，同比+171.9%，线上渠道扩展迅速。
②区域：内地164.9亿元，占比83.3%，同比+53.3%；境外33.2亿元，占比16.7%，同比+107.8%，港澳地区消费需求旺盛。
⭐利润：毛利率41.3%、同比+3.2pct；经调净利率21.8%，同比+2.8%，源于低成本存货、2月末提价及收入边际贡献。
⭐期间费用：总期间费用率13.13%，同比-0.98pct，销售/管理/财务费用率分别为11.08%/1.54%/0.51%，同比-0.77/-0.37/+0.16pct，期间费用率控制良好，财务费用率因借款利息增加小幅上升。
⭐业绩亮点：
# 店效提升#   单商场平均销售业绩超5亿元，店效坪效全球奢侈品集团第一；内地营收全球奢侈品牌第二。
# 高客消费提升#   会员约73万名、较25年末+20%；与国际五大奢侈品牌消费者重合率升至84.6%。
# 金器销售增长迅速#   26H1金器消费呈三位数增长，通过经典文化和非遗工艺进行推广，高端消费者对金器需求加速释放。
💰董事会建议派付中期股息每股18.02元（25H1为9.59元）。",水木调研纪要,零售|老铺黄金,2,0,376,https://wx.zsxq.com/group/88888142214212/topic/45548854514524288
